18.1743 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [2880, 1920]. Using actual size
151.6084 	EXP 	text: height = 0.05
151.6084 	EXP 	text: text = 'GBP15 todayor GBP 129after109 days'
151.6084 	EXP 	fixation: autoDraw = True
152.6084 	EXP 	fixation: autoDraw = False
152.6084 	EXP 	text: autoDraw = True
152.7613 	EXP 	New trial (rep=0, index=94): {'reward_today': 34, 'future_reward': 115, 'delay': 49}
152.7695 	DATA 	Keypress: t
152.7748 	EXP 	fixation: autoDraw = False
152.7748 	EXP 	text: autoDraw = False
152.7748 	EXP 	text: height = 0.05
152.7748 	EXP 	text: height = 0.05
152.7748 	EXP 	text: height = 0.05
152.7748 	EXP 	text: text = 'GBP34 todayor GBP 115after49 days'
152.7748 	EXP 	fixation: autoDraw = True
153.7750 	EXP 	fixation: autoDraw = False
153.7750 	EXP 	text: autoDraw = True
153.9765 	EXP 	New trial (rep=0, index=95): {'reward_today': 40, 'future_reward': 55, 'delay': 62}
153.9833 	DATA 	Keypress: t
153.9918 	EXP 	fixation: autoDraw = False
153.9918 	EXP 	text: autoDraw = False
153.9918 	EXP 	text: height = 0.05
153.9918 	EXP 	text: height = 0.05
153.9918 	EXP 	text: height = 0.05
153.9918 	EXP 	text: text = 'GBP40 todayor GBP 55after62 days'
153.9918 	EXP 	fixation: autoDraw = True
154.9916 	EXP 	fixation: autoDraw = False
154.9916 	EXP 	text: autoDraw = True
155.3774 	EXP 	New trial (rep=0, index=96): {'reward_today': 49, 'future_reward': 83, 'delay': 99}
155.3860 	DATA 	Keypress: l
155.3915 	EXP 	fixation: autoDraw = False
155.3915 	EXP 	text: autoDraw = False
155.3915 	EXP 	text: height = 0.05
155.3915 	EXP 	text: height = 0.05
155.3915 	EXP 	text: height = 0.05
155.3915 	EXP 	text: text = 'GBP49 todayor GBP 83after99 days'
155.3915 	EXP 	fixation: autoDraw = True
156.3918 	EXP 	fixation: autoDraw = False
156.3918 	EXP 	text: autoDraw = True
156.3954 	DATA 	Keypress: t
157.4100 	EXP 	New trial (rep=0, index=97): {'reward_today': 70, 'future_reward': 116, 'delay': 89}
157.4161 	DATA 	Keypress: l
157.4247 	EXP 	fixation: autoDraw = False
157.4247 	EXP 	text: autoDraw = False
157.4247 	EXP 	text: height = 0.05
157.4247 	EXP 	text: height = 0.05
157.4247 	EXP 	text: height = 0.05
157.4247 	EXP 	text: text = 'GBP70 todayor GBP 116after89 days'
157.4247 	EXP 	fixation: autoDraw = True
157.9436 	DATA 	Keypress: l
158.4250 	EXP 	fixation: autoDraw = False
158.4250 	EXP 	text: autoDraw = True
158.8774 	EXP 	New trial (rep=0, index=98): {'reward_today': 27, 'future_reward': 50, 'delay': 21}
158.8851 	DATA 	Keypress: l
158.8916 	EXP 	fixation: autoDraw = False
158.8916 	EXP 	text: autoDraw = False
158.8916 	EXP 	text: height = 0.05
158.8916 	EXP 	text: height = 0.05
158.8916 	EXP 	text: height = 0.05
158.8916 	EXP 	text: text = 'GBP27 todayor GBP 50after21 days'
158.8916 	EXP 	fixation: autoDraw = True
159.4944 	DATA 	Keypress: l
159.8917 	EXP 	fixation: autoDraw = False
159.8917 	EXP 	text: autoDraw = True
160.4610 	EXP 	New trial (rep=0, index=99): {'reward_today': 11, 'future_reward': 89, 'delay': 138}
160.4723 	DATA 	Keypress: l
160.4750 	EXP 	fixation: autoDraw = False
160.4750 	EXP 	text: autoDraw = False
160.4750 	EXP 	text: height = 0.05
160.4750 	EXP 	text: height = 0.05
160.4750 	EXP 	text: height = 0.05
160.4750 	EXP 	text: text = 'GBP11 todayor GBP 89after138 days'
160.4750 	EXP 	fixation: autoDraw = True
161.4749 	EXP 	fixation: autoDraw = False
161.4749 	EXP 	text: autoDraw = True
161.4781 	DATA 	Keypress: t
161.5083 	EXP 	fixation: autoDraw = False
161.5083 	EXP 	text: autoDraw = False
161.6588 	EXP 	window1: mouseVisible = True
